Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
minknow_barcode11	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.1111111111111111)	(6.0, 0.1111111111111111)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.09090909090909091)	(13.0, 0.09090909090909091)	(14.0, 0.19090909090909092)	(15.0, 0.6666666666666666)	(16.0, 0.8978494623655914)	(17.0, 1.9635281385281387)	(18.0, 1.5444444444444443)	(19.0, 2.257575757575758)	(20.0, 3.1143939393939393)	(21.0, 1.6454941400063352)	(22.0, 4.3137636872931)	(23.0, 5.691216586958291)	(24.0, 9.310796937567197)	(25.0, 12.030801213275089)	(26.0, 15.284676434676438)	(27.0, 22.78938192709331)	(28.0, 33.47464340570527)	(29.0, 45.40059270041658)	(30.0, 56.54248316041355)	(31.0, 73.24469812830957)	(32.0, 85.49534492944211)	(33.0, 101.8544000832128)	(34.0, 127.33576913780459)	(35.0, 137.69660409599354)	(36.0, 158.65876165384017)	(37.0, 173.90971164259875)	(38.0, 190.9762891832629)	(39.0, 188.3627628441681)	(40.0, 187.60848412022827)	(41.0, 198.9486359884705)	(42.0, 213.55750925044626)	(43.0, 216.4962124215533)	(44.0, 218.31306136260784)	(45.0, 239.88178570653378)	(46.0, 260.4781928361638)	(47.0, 271.11268464593746)	(48.0, 299.50649576872235)	(49.0, 320.6705424484377)	(50.0, 340.47374039968736)	(51.0, 358.76560256993486)	(52.0, 369.5192524479547)	(53.0, 394.37489522661934)	(54.0, 390.64196883547515)	(55.0, 371.8673713526204)	(56.0, 340.32610702201526)	(57.0, 324.75328212537863)	(58.0, 314.7553129291033)	(59.0, 299.19469107110694)	(60.0, 308.3605070945733)	(61.0, 300.14951177440304)	(62.0, 289.3341089532465)	(63.0, 247.7974994861854)	(64.0, 207.6151249189948)	(65.0, 166.6940125055849)	(66.0, 147.03854897794443)	(67.0, 110.82707605562877)	(68.0, 83.86639892581003)	(69.0, 64.75636773785767)	(70.0, 40.548382424177596)	(71.0, 29.597154303472276)	(72.0, 26.959197166922724)	(73.0, 14.935218136747315)	(74.0, 7.831050611838088)	(75.0, 6.360469777136443)	(76.0, 4.799675324675325)	(77.0, 3.9595238095238092)	(78.0, 1.6444444444444444)	(79.0, 1.174242424242424)	(80.0, 0.5)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.3333333333333333)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
minknow_barcode12	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.14285714285714285)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.125)	(30.0, 0.047619047619047616)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.01098901098901099)	(34.0, 0.45)	(35.0, 0.4043290043290043)	(36.0, 0.0)	(37.0, 0.3299109267695655)	(38.0, 0.5111111111111111)	(39.0, 0.5)	(40.0, 1.1111111111111112)	(41.0, 2.5)	(42.0, 5.5)	(43.0, 8.833333333333334)	(44.0, 33.92424242424242)	(45.0, 58.0)	(46.0, 31.76666666666667)	(47.0, 3.1666666666666665)	(48.0, 2.6)	(49.0, 2.0)	(50.0, 0.9)	(51.0, 0.37378048780487805)	(52.0, 0.39285714285714285)	(53.0, 0.3111111111111111)	(54.0, 0.2)	(55.0, 0.2)	(56.0, 0.09090909090909091)	(57.0, 0.12356379762144729)	(58.0, 0.16791487094991214)	(59.0, 0.0035587188612099642)	(60.0, 0.047619047619047616)	(61.0, 0.09523809523809523)	(62.0, 0.2)	(63.0, 0.16666666666666666)	(64.0, 0.0)	(65.0, 0.2)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.25)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
minknow_barcode13	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.25)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.3385281385281385)	(31.0, 0.2909090909090909)	(32.0, 0.0)	(33.0, 0.10763358778625955)	(34.0, 0.1111111111111111)	(35.0, 0.1111111111111111)	(36.0, 0.25)	(37.0, 0.38181818181818183)	(38.0, 0.45757575757575764)	(39.0, 0.03225806451612903)	(40.0, 0.33225806451612905)	(41.0, 0.01098901098901099)	(42.0, 0.012345679012345678)	(43.0, 0.0)	(44.0, 0.0)	(45.0, 0.2991735537190082)	(46.0, 0.4976190476190476)	(47.0, 0.05186590765338393)	(48.0, 0.03225806451612903)	(49.0, 0.0)	(50.0, 0.0)	(51.0, 0.03225806451612903)	(52.0, 0.13852813852813853)	(53.0, 0.24761904761904763)	(54.0, 0.008256750130494615)	(55.0, 0.047619047619047616)	(56.0, 0.0)	(57.0, 0.17261904761904762)	(58.0, 0.24285714285714285)	(59.0, 0.30952380952380953)	(60.0, 0.1)	(61.0, 0.0)	(62.0, 0.09090909090909091)	(63.0, 0.0)	(64.0, 0.2)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
minknow_barcode14	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.25)	(13.0, 0.25)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.5)	(17.0, 0.5)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 1.049726775956284)	(22.0, 0.9663934426229508)	(23.0, 1.948051948051948)	(24.0, 4.471861471861471)	(25.0, 4.221861471861471)	(26.0, 2.1837662337662334)	(27.0, 4.516666666666667)	(28.0, 8.124639249639248)	(29.0, 10.235120108649523)	(30.0, 10.7239898989899)	(31.0, 15.24297338464005)	(32.0, 17.899220313736443)	(33.0, 14.808336852849049)	(34.0, 17.557753234331432)	(35.0, 19.930835462065165)	(36.0, 23.988234095432045)	(37.0, 30.783997700973902)	(38.0, 30.31667920245251)	(39.0, 26.82431967704351)	(40.0, 23.1851897957473)	(41.0, 26.241779953258476)	(42.0, 27.085338463878976)	(43.0, 24.355371124012155)	(44.0, 19.284558284317203)	(45.0, 21.326414416230214)	(46.0, 23.117022665444782)	(47.0, 27.477324268069903)	(48.0, 28.650654789438086)	(49.0, 27.014646962709254)	(50.0, 22.152154171882174)	(51.0, 17.41410351753491)	(52.0, 18.480599120414922)	(53.0, 22.92189910290239)	(54.0, 25.844192086410526)	(55.0, 24.57500018972914)	(56.0, 20.5433446271069)	(57.0, 22.35900235157981)	(58.0, 24.402832949469865)	(59.0, 14.119369980764649)	(60.0, 12.678285081284852)	(61.0, 14.282955671288375)	(62.0, 11.410584984509718)	(63.0, 9.897677481165053)	(64.0, 10.874675324675325)	(65.0, 10.140656565656565)	(66.0, 9.77447041064927)	(67.0, 5.229877112135177)	(68.0, 3.946335589293336)	(69.0, 2.224675324675325)	(70.0, 2.381818181818182)	(71.0, 2.627496159754224)	(72.0, 1.2476190476190476)	(73.0, 0.5476190476190477)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.5)	(82.0, 0.5)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
minknow_barcode15	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.6666666666666666)	(11.0, 0.5909090909090909)	(12.0, 0.5909090909090909)	(13.0, 1.0294372294372296)	(14.0, 0.6941638608305275)	(15.0, 1.1666666666666665)	(16.0, 1.0)	(17.0, 1.5)	(18.0, 1.6253968253968254)	(19.0, 0.9361471861471863)	(20.0, 2.469736564248759)	(21.0, 5.947117516629711)	(22.0, 9.015627472885539)	(23.0, 11.592011596491838)	(24.0, 13.614342736116928)	(25.0, 14.05578877519184)	(26.0, 19.51709210851769)	(27.0, 32.59498241200656)	(28.0, 42.04924588996253)	(29.0, 44.63757997071104)	(30.0, 56.61770360019347)	(31.0, 65.9211179665328)	(32.0, 67.80339165673459)	(33.0, 81.90784587765859)	(34.0, 99.8981373822537)	(35.0, 100.01671562260377)	(36.0, 100.1282435494925)	(37.0, 112.09505725469808)	(38.0, 118.38303997767277)	(39.0, 116.89280881864372)	(40.0, 119.36433601625944)	(41.0, 120.44177977486757)	(42.0, 115.15009157142865)	(43.0, 106.24209271394247)	(44.0, 107.44625996205689)	(45.0, 111.01511920513065)	(46.0, 107.69144579375404)	(47.0, 104.92744473743419)	(48.0, 113.62713436347819)	(49.0, 111.46938088009468)	(50.0, 115.43703111519652)	(51.0, 127.78029928990765)	(52.0, 126.93883272925193)	(53.0, 127.24008134512776)	(54.0, 125.26989265650224)	(55.0, 113.82577839891992)	(56.0, 109.18113568843805)	(57.0, 106.97015832222844)	(58.0, 96.7502305160005)	(59.0, 86.25511312080272)	(60.0, 80.89141663504178)	(61.0, 78.73388281288311)	(62.0, 71.75093882778393)	(63.0, 65.27113899059455)	(64.0, 58.830799340936345)	(65.0, 56.584748120805216)	(66.0, 42.57609687393828)	(67.0, 23.4912991438856)	(68.0, 21.802755251787623)	(69.0, 19.244583532735895)	(70.0, 15.762192618183395)	(71.0, 9.910484378525982)	(72.0, 4.61038961038961)	(73.0, 4.1962517157639105)	(74.0, 4.641666666666666)	(75.0, 3.049242424242424)	(76.0, 0.5476190476190477)	(77.0, 1.8333333333333333)	(78.0, 1.5)	(79.0, 0.8333333333333333)	(80.0, 0.3333333333333333)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.25)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.14285714285714285)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
minknow_barcode16	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.09090909090909091)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.09090909090909091)	(35.0, 0.0)	(36.0, 0.24816715542521994)	(37.0, 0.1989247311827957)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.03225806451612903)	(41.0, 0.0)	(42.0, 0.0)	(43.0, 0.09523809523809523)	(44.0, 0.0)	(45.0, 0.125)	(46.0, 0.45)	(47.0, 0.047619047619047616)	(48.0, 0.0)	(49.0, 0.0)	(50.0, 0.0)	(51.0, 0.047619047619047616)	(52.0, 0.047619047619047616)	(53.0, 0.13225806451612904)	(54.0, 0.19090909090909092)	(55.0, 0.09393023894534469)	(56.0, 0.3333333333333333)	(57.0, 0.4583333333333333)	(58.0, 0.0)	(59.0, 0.391707965237377)	(60.0, 0.45)	(61.0, 0.03225806451612903)	(62.0, 0.09090909090909091)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
minknow_barcode17	(0.0, 2.5476190476190474)	(1.0, 2.1075757575757574)	(2.0, 3.7643939393939396)	(3.0, 4.3136363636363635)	(4.0, 6.273917748917749)	(5.0, 10.79888167388167)	(6.0, 17.563643345901408)	(7.0, 31.021825396825392)	(8.0, 44.90844155844158)	(9.0, 70.59859307359315)	(10.0, 102.34743867243861)	(11.0, 174.39870129870144)	(12.0, 267.8424742819909)	(13.0, 384.2834967320245)	(14.0, 537.7444519342645)	(15.0, 734.8651415209326)	(16.0, 994.5159717543331)	(17.0, 1313.7658709309749)	(18.0, 1667.067744328429)	(19.0, 2052.883216089418)	(20.0, 2499.850541020476)	(21.0, 3107.516134370481)	(22.0, 3762.9315446524297)	(23.0, 4489.950100766421)	(24.0, 5280.163722028383)	(25.0, 6150.149145345812)	(26.0, 7091.971318673064)	(27.0, 8070.391744207075)	(28.0, 9018.575524070817)	(29.0, 10244.19749077751)	(30.0, 11396.543324292114)	(31.0, 12576.14776822437)	(32.0, 13857.542684616104)	(33.0, 14954.020219732862)	(34.0, 15746.819951248926)	(35.0, 16267.196598254424)	(36.0, 16483.676560051543)	(37.0, 16411.848091245305)	(38.0, 15895.605586064716)	(39.0, 15245.820149285331)	(40.0, 14439.991036027175)	(41.0, 13648.556784612474)	(42.0, 13025.537188705812)	(43.0, 12173.383379357048)	(44.0, 11307.661734790325)	(45.0, 10628.836018121789)	(46.0, 10136.538245033487)	(47.0, 9868.20454279229)	(48.0, 9551.74020909916)	(49.0, 9215.001074970483)	(50.0, 8954.64248272639)	(51.0, 8487.594699734631)	(52.0, 8013.044125513472)	(53.0, 7628.694604879365)	(54.0, 7104.915859722384)	(55.0, 6642.385132692858)	(56.0, 6114.18878284069)	(57.0, 5651.123442148725)	(58.0, 5201.356305910331)	(59.0, 4779.726759912503)	(60.0, 4327.129300620949)	(61.0, 3863.29250726996)	(62.0, 3368.5570845670727)	(63.0, 2984.851560634596)	(64.0, 2606.8183381821077)	(65.0, 2260.0724721325555)	(66.0, 1962.402028440448)	(67.0, 1691.584956923487)	(68.0, 1391.5601043862464)	(69.0, 1176.1465045789998)	(70.0, 979.052428766386)	(71.0, 757.8045476921262)	(72.0, 618.438002040499)	(73.0, 492.29716709808645)	(74.0, 384.9554917206442)	(75.0, 289.87586431535493)	(76.0, 204.15176971077304)	(77.0, 159.23301569704017)	(78.0, 118.35668784620391)	(79.0, 80.56360028860027)	(80.0, 63.09267676767682)	(81.0, 51.84805194805197)	(82.0, 41.04484126984127)	(83.0, 25.806818181818173)	(84.0, 17.87467532467532)	(85.0, 15.01244588744589)	(86.0, 15.457366289624357)	(87.0, 10.163751571009637)	(88.0, 6.235714285714286)	(89.0, 3.5357142857142856)	(90.0, 1.3333333333333333)	(91.0, 0.8666666666666667)	(92.0, 2.2853535353535355)	(93.0, 2.0)	(94.0, 1.2)	(95.0, 0.8333333333333333)	(96.0, 0.3333333333333333)	(97.0, 0.25)	(98.0, 0.5833333333333333)	(99.0, 0.5)	(100.0, 0.9166666666666666)
minknow_barcode18	(0.0, 2.5)	(1.0, 2.466666666666667)	(2.0, 2.999242424242424)	(3.0, 5.075)	(4.0, 6.823484848484848)	(5.0, 8.090151515151515)	(6.0, 15.574386724386727)	(7.0, 20.33737373737374)	(8.0, 27.22157287157287)	(9.0, 41.91273448773452)	(10.0, 60.3668470418471)	(11.0, 82.80317460317464)	(12.0, 119.89347041847034)	(13.0, 168.00534608760424)	(14.0, 259.84509379509416)	(15.0, 359.31973304473166)	(16.0, 461.93884472463964)	(17.0, 608.5732343572374)	(18.0, 797.4637763616829)	(19.0, 1023.4583559743179)	(20.0, 1289.0544707022648)	(21.0, 1593.757970450399)	(22.0, 1976.353743097678)	(23.0, 2413.236616335002)	(24.0, 2834.0123380568552)	(25.0, 3315.620274261766)	(26.0, 3881.650252124011)	(27.0, 4523.137205170803)	(28.0, 5220.704402482949)	(29.0, 6041.0510018790155)	(30.0, 6755.182208153858)	(31.0, 7545.274303899107)	(32.0, 8369.236423261871)	(33.0, 9212.050762784464)	(34.0, 9843.611995295609)	(35.0, 10389.756509477738)	(36.0, 10747.931445504379)	(37.0, 11065.392420443184)	(38.0, 11060.59794909091)	(39.0, 10928.017138818266)	(40.0, 10575.387356327525)	(41.0, 10174.363913162926)	(42.0, 9946.912674180749)	(43.0, 9096.409436156095)	(44.0, 8467.209664299797)	(45.0, 8074.727466370583)	(46.0, 7759.536347085999)	(47.0, 7577.833109048894)	(48.0, 7302.488400713603)	(49.0, 6984.143675790766)	(50.0, 6496.140199125544)	(51.0, 5883.420210544714)	(52.0, 5460.332547617493)	(53.0, 5134.327712412613)	(54.0, 4750.9866723626865)	(55.0, 4442.358517574979)	(56.0, 4169.596194524935)	(57.0, 3833.5367537646766)	(58.0, 3524.5828576728327)	(59.0, 3187.8523390484247)	(60.0, 2845.0120400357014)	(61.0, 2561.189986277738)	(62.0, 2290.877960906739)	(63.0, 2015.305916016851)	(64.0, 1831.0347434428334)	(65.0, 1619.4046903992821)	(66.0, 1392.8579951736187)	(67.0, 1189.4948197057993)	(68.0, 990.7151253607652)	(69.0, 855.2692114247197)	(70.0, 725.7738106894886)	(71.0, 567.4774773183902)	(72.0, 464.32083995403787)	(73.0, 412.0081553236138)	(74.0, 316.3371690848077)	(75.0, 258.3905284088702)	(76.0, 203.72695017400915)	(77.0, 167.6033312676064)	(78.0, 122.92441280520013)	(79.0, 82.18499278499283)	(80.0, 75.48897154074183)	(81.0, 63.38109668109676)	(82.0, 39.994552669552675)	(83.0, 35.09891774891774)	(84.0, 32.60797258297257)	(85.0, 20.983333333333334)	(86.0, 12.666666666666666)	(87.0, 11.066666666666668)	(88.0, 10.547619047619047)	(89.0, 10.494444444444444)	(90.0, 7.317099567099567)	(91.0, 3.489718614718615)	(92.0, 4.285353535353535)	(93.0, 4.292929292929292)	(94.0, 2.015151515151515)	(95.0, 1.5277777777777777)	(96.0, 1.6944444444444444)	(97.0, 2.444444444444444)	(98.0, 1.5)	(99.0, 1.824242424242424)	(100.0, 4.783333333333333)
minknow_barcode19	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.3333333333333333)	(21.0, 0.8333333333333333)	(22.0, 0.7)	(23.0, 0.2)	(24.0, 0.0)	(25.0, 0.16666666666666666)	(26.0, 0.2)	(27.0, 0.0)	(28.0, 0.5476190476190477)	(29.0, 0.7142857142857143)	(30.0, 0.1)	(31.0, 0.625)	(32.0, 0.8333333333333333)	(33.0, 0.3577235772357723)	(34.0, 0.6152993348115299)	(35.0, 0.8111111111111111)	(36.0, 0.38095238095238093)	(37.0, 1.0166666666666666)	(38.0, 0.8809523809523809)	(39.0, 0.6011904761904762)	(40.0, 0.09090909090909091)	(41.0, 0.9575757575757575)	(42.0, 1.5909090909090908)	(43.0, 2.0)	(44.0, 2.5)	(45.0, 3.6666666666666665)	(46.0, 11.642857142857142)	(47.0, 21.5)	(48.0, 19.604993597951346)	(49.0, 8.532258064516128)	(50.0, 1.325)	(51.0, 0.6242424242424243)	(52.0, 0.47619047619047616)	(53.0, 0.03225806451612903)	(54.0, 0.5909090909090909)	(55.0, 0.7245829675153643)	(56.0, 0.4581359816653935)	(57.0, 0.39285714285714285)	(58.0, 0.2696078431372549)	(59.0, 0.09712027103331451)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0196078431372549)	(64.0, 0.0)	(65.0, 0.0196078431372549)	(66.0, 0.0)	(67.0, 0.5)	(68.0, 0.5)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
minknow_barcode20	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.5)	(25.0, 1.3333333333333333)	(26.0, 1.1666666666666665)	(27.0, 3.1166666666666663)	(28.0, 5.902020202020202)	(29.0, 5.840909090909091)	(30.0, 8.977386333739924)	(31.0, 15.40106168341463)	(32.0, 17.144166227376562)	(33.0, 21.223051948051946)	(34.0, 32.814724142216676)	(35.0, 40.54859307359309)	(36.0, 58.58209159207231)	(37.0, 93.86350963686658)	(38.0, 119.74668020413957)	(39.0, 151.0424456468755)	(40.0, 188.6554755629568)	(41.0, 240.80914255012246)	(42.0, 309.40658132668904)	(43.0, 378.8529695934855)	(44.0, 469.6368257311926)	(45.0, 603.7686047893648)	(46.0, 776.7045440855127)	(47.0, 1026.2176489771775)	(48.0, 1309.244633186232)	(49.0, 1675.5221410996098)	(50.0, 2090.0658653262512)	(51.0, 2639.588417994863)	(52.0, 3298.7707868946936)	(53.0, 4123.254881016582)	(54.0, 5197.428961174735)	(55.0, 6511.038939857959)	(56.0, 8121.818155397039)	(57.0, 9802.41263297932)	(58.0, 10767.259533471226)	(59.0, 10697.388086270346)	(60.0, 9539.43356929941)	(61.0, 7893.068756718709)	(62.0, 5998.335762395377)	(63.0, 4175.015250163516)	(64.0, 2789.1089942589)	(65.0, 1810.9509495083134)	(66.0, 1141.8538061417462)	(67.0, 700.4350543888057)	(68.0, 413.77539874545363)	(69.0, 250.9894205277664)	(70.0, 145.7975197436363)	(71.0, 87.35246834542608)	(72.0, 51.496612466124674)	(73.0, 25.817171717171714)	(74.0, 15.1754329004329)	(75.0, 8.083333333333332)	(76.0, 4.924242424242424)	(77.0, 3.333333333333333)	(78.0, 2.5)	(79.0, 1.0)	(80.0, 0.5)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
