Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
dorado_barcode01	(0.0, 0.09141355507955433)	(1.0, 0.09141355507955433)	(2.0, 0.09141355507955433)	(3.0, 0.045706777539777164)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.045706777539777164)	(7.0, 0.09141355507955433)	(8.0, 0.1371203326193315)	(9.0, 0.18282711015910866)	(10.0, 0.18282711015910866)	(11.0, 0.18282711015910866)	(12.0, 0.18282711015910866)	(13.0, 0.18282711015910866)	(14.0, 0.19113743334815905)	(15.0, 0.18282711015910866)	(16.0, 0.1371203326193315)	(17.0, 0.2353899043298524)	(18.0, 0.39699601063120743)	(19.0, 0.3892001360205268)	(20.0, 0.274240665238663)	(21.0, 0.41440811636064623)	(22.0, 0.4707798086597049)	(23.0, 0.32821819299992366)	(24.0, 0.46694321952355045)	(25.0, 0.5246689355176103)	(26.0, 0.6296335725152035)	(27.0, 0.7135434759461907)	(28.0, 0.9886554793040583)	(29.0, 1.1650194472854525)	(30.0, 1.5761225253035895)	(31.0, 2.232927495810548)	(32.0, 2.264415551965072)	(33.0, 2.5734669362286096)	(34.0, 2.5027497466425874)	(35.0, 2.5795979260079887)	(36.0, 2.9635905849336797)	(37.0, 2.7570113202313022)	(38.0, 2.9212170635711177)	(39.0, 2.789876209620832)	(40.0, 3.2536230843456533)	(41.0, 3.489101900325779)	(42.0, 3.003817012955554)	(43.0, 2.700637185333628)	(44.0, 2.52993216702755)	(45.0, 2.901943194078229)	(46.0, 2.659943625990301)	(47.0, 2.6978617499401416)	(48.0, 2.930771772272144)	(49.0, 2.65121351921037)	(50.0, 2.305684093092024)	(51.0, 2.3669729019667543)	(52.0, 2.4529594412559454)	(53.0, 2.6548074231504657)	(54.0, 2.942250061894978)	(55.0, 2.8002592258791625)	(56.0, 2.236824035295216)	(57.0, 2.20729937430721)	(58.0, 2.596491042548909)	(59.0, 2.319010809396422)	(60.0, 2.101423399840041)	(61.0, 1.7819478528057022)	(62.0, 1.6314463305590214)	(63.0, 1.0440624991017888)	(64.0, 0.7626591710881997)	(65.0, 0.765591800842847)	(66.0, 0.6991306810711944)	(67.0, 0.6162819537137837)	(68.0, 0.27805870626617235)	(69.0, 0.27833774392917865)	(70.0, 0.20022006767843456)	(71.0, 0.24127638325542972)	(72.0, 0.3130356861748641)	(73.0, 0.2315810062015376)	(74.0, 0.11404929252782493)	(75.0, 0.09141355507955433)	(76.0, 0.10157061675506038)	(77.0, 0.09141355507955433)	(78.0, 0.09141355507955433)	(79.0, 0.09141355507955433)	(80.0, 0.09141355507955433)	(81.0, 0.09141355507955433)	(82.0, 0.09141355507955433)	(83.0, 0.09141355507955433)	(84.0, 0.09141355507955433)	(85.0, 0.09141355507955433)	(86.0, 0.045706777539777164)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
dorado_barcode02	(0.0, 0.008962013429658525)	(1.0, 0.00821517897718698)	(2.0, 0.004481006714829263)	(3.0, 0.004481006714829263)	(4.0, 0.004481006714829263)	(5.0, 0.006721510072243893)	(6.0, 0.011650617458556082)	(7.0, 0.01755060963308128)	(8.0, 0.02147149050855688)	(9.0, 0.02729340453577823)	(10.0, 0.029126543646390203)	(11.0, 0.03291603697930137)	(12.0, 0.03969425114886255)	(13.0, 0.05183936354034298)	(14.0, 0.05956570542136676)	(15.0, 0.06329664463414666)	(16.0, 0.06682488740937215)	(17.0, 0.098568568918017)	(18.0, 0.11792670049829088)	(19.0, 0.1091366356482202)	(20.0, 0.12678807164395056)	(21.0, 0.16478372471046093)	(22.0, 0.19869300616425478)	(23.0, 0.2210543941023937)	(24.0, 0.25539945606084846)	(25.0, 0.34148100617102545)	(26.0, 0.41375089085145483)	(27.0, 0.49273599201630447)	(28.0, 0.6369433153416423)	(29.0, 0.7850147430768591)	(30.0, 0.9587795097110496)	(31.0, 1.0939369392304716)	(32.0, 1.3240405534725692)	(33.0, 1.4918976835690057)	(34.0, 1.774099817633222)	(35.0, 2.0113496790785703)	(36.0, 2.30257772257808)	(37.0, 2.431239282551703)	(38.0, 2.5568882767350476)	(39.0, 2.696463189277345)	(40.0, 2.654489960079419)	(41.0, 2.629266161788236)	(42.0, 2.608526589668586)	(43.0, 2.4708663549875007)	(44.0, 2.49848658430848)	(45.0, 2.5792201970497257)	(46.0, 2.708661078757719)	(47.0, 2.6921415027520643)	(48.0, 2.757361755085366)	(49.0, 2.935199107099439)	(50.0, 3.009085268630725)	(51.0, 3.179340489791567)	(52.0, 3.45005286748419)	(53.0, 3.4851846676608513)	(54.0, 3.4671101913657116)	(55.0, 3.370737129769169)	(56.0, 3.2244488291495945)	(57.0, 3.0034361123074147)	(58.0, 2.767736048344437)	(59.0, 2.6251059310533384)	(60.0, 2.5394692579855103)	(61.0, 2.3775288999406943)	(62.0, 2.1663508025685276)	(63.0, 2.0259936793968576)	(64.0, 1.8420666776511239)	(65.0, 1.6318187598802996)	(66.0, 1.432554955706137)	(67.0, 1.1181970572875535)	(68.0, 0.9338297570167671)	(69.0, 0.7483261302998983)	(70.0, 0.5477670554787276)	(71.0, 0.38834844988431944)	(72.0, 0.25522524838451094)	(73.0, 0.19293645456494546)	(74.0, 0.15337909061506155)	(75.0, 0.11074413918587835)	(76.0, 0.07818338306760056)	(77.0, 0.07095105116206443)	(78.0, 0.041363959603316784)	(79.0, 0.023708599163914823)	(80.0, 0.01792402685931705)	(81.0, 0.014563271823195102)	(82.0, 0.016090887748705075)	(83.0, 0.01792402685931705)	(84.0, 0.015683523501902417)	(85.0, 0.011202516787073156)	(86.0, 0.008962013429658525)	(87.0, 0.008962013429658525)	(88.0, 0.006721510072243893)	(89.0, 0.004481006714829263)	(90.0, 0.004481006714829263)	(91.0, 0.004481006714829263)	(92.0, 0.004481006714829263)	(93.0, 0.004481006714829263)	(94.0, 0.0022405033574146313)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
dorado_barcode03	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.09680570802747528)	(16.0, 0.09680570802747528)	(17.0, 0.2420142700686882)	(18.0, 0.40335711678114694)	(19.0, 0.22184641422963083)	(20.0, 0.0)	(21.0, 0.1613428467124588)	(22.0, 0.1210071350343441)	(23.0, 0.28601686462663156)	(24.0, 0.5922015850923203)	(25.0, 0.8162049892512621)	(26.0, 0.24521975708946556)	(27.0, 0.67418260947706)	(28.0, 1.645906572631641)	(29.0, 2.371219385877298)	(30.0, 2.0965490172155308)	(31.0, 2.089983550725933)	(32.0, 2.6617902824675874)	(33.0, 3.0428359956852375)	(34.0, 3.629980337616004)	(35.0, 4.925179894451002)	(36.0, 4.531464017504009)	(37.0, 2.7174037711556522)	(38.0, 3.8003591202004237)	(39.0, 4.6995900652360145)	(40.0, 5.624404651857497)	(41.0, 4.288603797668794)	(42.0, 2.8531933516901478)	(43.0, 1.6980579973061207)	(44.0, 1.388699973442643)	(45.0, 1.2664314672422434)	(46.0, 2.106203509391313)	(47.0, 2.3700512224996197)	(48.0, 2.1927849956097982)	(49.0, 3.0459873658943195)	(50.0, 1.9764646282955471)	(51.0, 3.2750247747192915)	(52.0, 2.9535121700895886)	(53.0, 2.164285195102571)	(54.0, 1.3516972022971776)	(55.0, 1.0170139781110024)	(56.0, 1.6033692644673074)	(57.0, 1.7841952380164596)	(58.0, 1.3594844300814157)	(59.0, 1.8024462735896565)	(60.0, 2.25104757541265)	(61.0, 2.5536214412264813)	(62.0, 2.0472877983057183)	(63.0, 0.9950923286648145)	(64.0, 0.46969615382750873)	(65.0, 0.7982804029386882)	(66.0, 0.83054897228118)	(67.0, 0.6292371021785893)	(68.0, 0.09680570802747528)	(69.0, 0.2420142700686882)	(70.0, 0.2420142700686882)	(71.0, 0.0)	(72.0, 0.06914693430533948)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.2420142700686882)	(78.0, 0.2420142700686882)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
dorado_barcode04	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.03230312963563485)	(14.0, 0.03230312963563485)	(15.0, 0.0)	(16.0, 0.13361749076558052)	(17.0, 0.22612190744944394)	(18.0, 0.27134628893933277)	(19.0, 0.22612190744944394)	(20.0, 0.2638088920243513)	(21.0, 0.2449653997368976)	(22.0, 0.42020987801021664)	(23.0, 0.35956809373968396)	(24.0, 0.26757759048184204)	(25.0, 0.45035946567014246)	(26.0, 0.7245934586223577)	(27.0, 1.2849722596479933)	(28.0, 2.1816522243767675)	(29.0, 2.5846435027803714)	(30.0, 2.686639243055929)	(31.0, 3.355968193834149)	(32.0, 2.923334675519885)	(33.0, 2.4216432417593436)	(34.0, 2.810258617379685)	(35.0, 3.0078653183908255)	(36.0, 2.8569557094975844)	(37.0, 2.686518461559491)	(38.0, 2.0860170223523005)	(39.0, 3.1048836418790136)	(40.0, 3.5171998675417244)	(41.0, 2.289358990835235)	(42.0, 2.456260422395661)	(43.0, 2.6483233793095344)	(44.0, 2.268992333691969)	(45.0, 2.7798008007201784)	(46.0, 2.521082103345869)	(47.0, 2.7743180545074417)	(48.0, 3.1688539137895058)	(49.0, 3.1714551171969014)	(50.0, 3.381731387543067)	(51.0, 2.8179482020823983)	(52.0, 2.2218473979938396)	(53.0, 2.1099406185824168)	(54.0, 2.3847913811781174)	(55.0, 2.2892325951042785)	(56.0, 1.8478371921569499)	(57.0, 1.5969070833486667)	(58.0, 1.8361304762705377)	(59.0, 2.1560985678829416)	(60.0, 1.7480066073508806)	(61.0, 1.203042008282252)	(62.0, 1.3361524377471834)	(63.0, 1.3196594195055824)	(64.0, 1.42200002864448)	(65.0, 0.8643044942964785)	(66.0, 0.6057668459070528)	(67.0, 0.3816842646136348)	(68.0, 0.3463158671965403)	(69.0, 0.5037493604845946)	(70.0, 0.4396814867072521)	(71.0, 0.395713338036527)	(72.0, 0.5410774213968838)	(73.0, 0.52223392910943)	(74.0, 0.33918286117416596)	(75.0, 0.11676787024028665)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.03230312963563485)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
dorado_barcode05	(0.0, 0.005695784868244853)	(1.0, 0.005822357865316961)	(2.0, 0.005126206381420368)	(3.0, 0.005087371484591426)	(4.0, 0.006320595208337169)	(5.0, 0.009440555405724242)	(6.0, 0.012625656457942757)	(7.0, 0.01509382990084886)	(8.0, 0.01937516152681291)	(9.0, 0.023999596384125993)	(10.0, 0.026761147952388514)	(11.0, 0.03458705773304753)	(12.0, 0.039089481152598575)	(13.0, 0.038617186664044865)	(14.0, 0.042662168375474506)	(15.0, 0.050428496198350936)	(16.0, 0.05545120183256012)	(17.0, 0.058155376646955095)	(18.0, 0.06049515162257845)	(19.0, 0.08332459746771712)	(20.0, 0.11326140683494747)	(21.0, 0.14113755234366504)	(22.0, 0.1711298243237927)	(23.0, 0.2118521545441949)	(24.0, 0.28249764067126026)	(25.0, 0.3452474506907738)	(26.0, 0.3925181929777193)	(27.0, 0.5154433497078768)	(28.0, 0.668653501514956)	(29.0, 0.8191398164898479)	(30.0, 1.0080289177807549)	(31.0, 1.2596284688503634)	(32.0, 1.5171299600574228)	(33.0, 1.7650884602455106)	(34.0, 2.047863887342863)	(35.0, 2.2985457689511835)	(36.0, 2.464518406359711)	(37.0, 2.587200324176013)	(38.0, 2.6632118135998533)	(39.0, 2.617960632547296)	(40.0, 2.6077983595223855)	(41.0, 2.493007707523305)	(42.0, 2.3943913690861702)	(43.0, 2.381959558761871)	(44.0, 2.4134595394458236)	(45.0, 2.4448802862439063)	(46.0, 2.6103055575049647)	(47.0, 2.8103145956052877)	(48.0, 3.1114196675730574)	(49.0, 3.426593879533342)	(50.0, 3.6980350557162276)	(51.0, 3.972042981045148)	(52.0, 4.150548563037019)	(53.0, 4.117846041205215)	(54.0, 3.930193775023595)	(55.0, 3.588649043067603)	(56.0, 3.187548433904529)	(57.0, 2.809815251942321)	(58.0, 2.542783682673655)	(59.0, 2.392672667687574)	(60.0, 2.3232593326635342)	(61.0, 2.279034566494597)	(62.0, 2.049541247766506)	(63.0, 1.7036571355197538)	(64.0, 1.3536266515134172)	(65.0, 1.0714360534409422)	(66.0, 0.8557497099497013)	(67.0, 0.6933522537962935)	(68.0, 0.5457090961112229)	(69.0, 0.4048153804031302)	(70.0, 0.28418660913502547)	(71.0, 0.20299808280317563)	(72.0, 0.14515338043945145)	(73.0, 0.10037345155493199)	(74.0, 0.07310579049830081)	(75.0, 0.05739905794970531)	(76.0, 0.043353902958867645)	(77.0, 0.03804628130497667)	(78.0, 0.02955192216659369)	(79.0, 0.024439601929467245)	(80.0, 0.018558157222659938)	(81.0, 0.012806598310575385)	(82.0, 0.010640391874969882)	(83.0, 0.010930071438723547)	(84.0, 0.011267298066637092)	(85.0, 0.010765033400982773)	(86.0, 0.010062553267232575)	(87.0, 0.00854367730236728)	(88.0, 0.008828466545779522)	(89.0, 0.00854367730236728)	(90.0, 0.006645082346285662)	(91.0, 0.004936346885812206)	(92.0, 0.004556627894595882)	(93.0, 0.0043667683989877205)	(94.0, 0.00322761142533875)	(95.0, 0.0026580329385142644)	(96.0, 0.002278313947297941)	(97.0, 0.002278313947297941)	(98.0, 0.002278313947297941)	(99.0, 0.002278313947297941)	(100.0, 0.002278313947297941)
dorado_barcode06	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.2024299831615303)	(10.0, 0.2024299831615303)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.2024299831615303)	(16.0, 0.4048599663230606)	(17.0, 0.25303747895191286)	(18.0, 0.0)	(19.0, 0.2024299831615303)	(20.0, 0.4048599663230606)	(21.0, 0.5091420788608186)	(22.0, 0.6747666105384342)	(23.0, 0.6072899494845909)	(24.0, 1.0895012101864474)	(25.0, 0.8289989786615048)	(26.0, 1.0723969346057258)	(27.0, 2.1266540395515223)	(28.0, 1.4191364639240116)	(29.0, 1.737524022136468)	(30.0, 1.6300362463364046)	(31.0, 1.7978148569482142)	(32.0, 3.0513500189107963)	(33.0, 3.6371934882348187)	(34.0, 3.8191500104617706)	(35.0, 3.024584605827148)	(36.0, 3.248205640676121)	(37.0, 1.585190364448705)	(38.0, 1.915853165412384)	(39.0, 2.3617695494908624)	(40.0, 2.7070067630184345)	(41.0, 2.1033280617464163)	(42.0, 2.1235153168160914)	(43.0, 2.488954051261834)	(44.0, 2.221772455212151)	(45.0, 2.9799796330892567)	(46.0, 3.367067352716941)	(47.0, 2.6970132776797415)	(48.0, 1.8890733723312778)	(49.0, 2.4755101383575853)	(50.0, 2.334856950043725)	(51.0, 1.782109951578311)	(52.0, 2.0021526911842225)	(53.0, 2.529466980169668)	(54.0, 1.4017885975712656)	(55.0, 2.04528462471793)	(56.0, 2.123441194161986)	(57.0, 2.2439725688056225)	(58.0, 1.6907905386294126)	(59.0, 2.294516010687816)	(60.0, 2.0301761538858005)	(61.0, 2.3727648787731175)	(62.0, 2.515217275628441)	(63.0, 1.4527684878195477)	(64.0, 1.3221336071943988)	(65.0, 0.8347445301316321)	(66.0, 0.6902364902040043)	(67.0, 1.3607793312525092)	(68.0, 0.576618739914662)	(69.0, 0.7563159442184803)	(70.0, 0.6072899494845909)	(71.0, 0.5533086206415161)	(72.0, 0.4048599663230606)	(73.0, 0.08097199326461212)	(74.0, 0.2834019764261424)	(75.0, 0.4453459629553667)	(76.0, 0.2024299831615303)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
dorado_barcode07	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.11366302691218214)	(15.0, 0.22732605382436427)	(16.0, 0.11366302691218214)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.08524727018413661)	(20.0, 0.34098908073654643)	(21.0, 0.5424826284445057)	(22.0, 0.5114836211048196)	(23.0, 0.712977168812779)	(24.0, 0.5424826284445057)	(25.0, 0.47753232735183015)	(26.0, 0.5519545473538543)	(27.0, 0.9011854276608727)	(28.0, 1.690410154849492)	(29.0, 1.1967092976325466)	(30.0, 1.1477382467518757)	(31.0, 1.149767943661022)	(32.0, 2.675423453702514)	(33.0, 3.058927239958904)	(34.0, 2.7569212407792176)	(35.0, 2.82534917526132)	(36.0, 2.4362355269379075)	(37.0, 2.5222071012075493)	(38.0, 2.5201460555021096)	(39.0, 2.280409912478655)	(40.0, 2.0257435488826756)	(41.0, 2.361398588874139)	(42.0, 3.4943900856290253)	(43.0, 3.8450790191524185)	(44.0, 4.048796701987604)	(45.0, 3.5851732455604983)	(46.0, 2.715387823218289)	(47.0, 3.1854193540069033)	(48.0, 3.341710535543152)	(49.0, 3.0084582679766143)	(50.0, 3.118733181109811)	(51.0, 2.174253366488866)	(52.0, 2.6493264898012456)	(53.0, 3.3305927221624883)	(54.0, 3.4152577253664345)	(55.0, 2.7838298721614714)	(56.0, 3.3625101638997825)	(57.0, 4.1490489740664485)	(58.0, 3.4776824411150153)	(59.0, 1.874324084397803)	(60.0, 1.6279791208299945)	(61.0, 0.8707468558241345)	(62.0, 1.182807080756134)	(63.0, 1.0451253223761414)	(64.0, 0.6384712213331734)	(65.0, 0.5785005226868076)	(66.0, 0.29729524181965566)	(67.0, 0.08512425825024897)	(68.0, 0.030999007339686042)	(69.0, 0.042623635092068304)	(70.0, 0.08524727018413661)	(71.0, 0.08524727018413661)	(72.0, 0.10148484545730548)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
dorado_barcode08	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.14590623669819203)	(13.0, 0.14590623669819203)	(14.0, 0.18759373289767542)	(15.0, 0.29181247339638405)	(16.0, 0.14590623669819203)	(17.0, 0.0)	(18.0, 0.14590623669819203)	(19.0, 0.14590623669819203)	(20.0, 0.19454164893092268)	(21.0, 0.26749476728001864)	(22.0, 0.4377187100945761)	(23.0, 0.6254618605413537)	(24.0, 0.4377187100945761)	(25.0, 0.5615179412324359)	(26.0, 0.6587887656978972)	(27.0, 1.6267597948752968)	(28.0, 1.987819831403045)	(29.0, 1.6554300593623772)	(30.0, 1.6814232199385246)	(31.0, 2.3796096326982408)	(32.0, 2.7399422691475634)	(33.0, 2.2963358628522057)	(34.0, 3.974266672053945)	(35.0, 4.512045896234166)	(36.0, 3.308721538158715)	(37.0, 2.799973358511054)	(38.0, 2.7953959558766956)	(39.0, 2.9328059393856756)	(40.0, 3.190389498424167)	(41.0, 2.926672924225662)	(42.0, 2.9917537676553563)	(43.0, 2.704313994149509)	(44.0, 1.5810760749731483)	(45.0, 1.1429889147859005)	(46.0, 1.7971100634359132)	(47.0, 1.6037654233753669)	(48.0, 1.4282604347161367)	(49.0, 2.3846777713177647)	(50.0, 2.4686401135151943)	(51.0, 1.6723984094140245)	(52.0, 1.8327529542560161)	(53.0, 2.112749452758038)	(54.0, 2.2430360251184345)	(55.0, 2.4308976303324594)	(56.0, 2.461071350637854)	(57.0, 2.9130704584975415)	(58.0, 3.46148091831038)	(59.0, 3.766948157162655)	(60.0, 3.2262426748003734)	(61.0, 1.605756047416216)	(62.0, 1.2688157934170048)	(63.0, 1.2771281968220698)	(64.0, 0.8135493588043129)	(65.0, 0.8360629795619584)	(66.0, 0.7743443629786452)	(67.0, 0.7191093094410892)	(68.0, 0.7852408375029971)	(69.0, 0.6831064718142625)	(70.0, 0.4377187100945761)	(71.0, 0.4255598570363933)	(72.0, 0.4156117045342439)	(73.0, 0.24317706116365334)	(74.0, 0.0)	(75.0, 0.14590623669819203)	(76.0, 0.14590623669819203)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
dorado_barcode09	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.008682432844028297)	(6.0, 0.017364865688056595)	(7.0, 0.021706082110070742)	(8.0, 0.026047298532084893)	(9.0, 0.026836610608814735)	(10.0, 0.03551904345284303)	(11.0, 0.04124155600913441)	(12.0, 0.03472973137611319)	(13.0, 0.04854269271888548)	(14.0, 0.0672888545412193)	(15.0, 0.07163007096323344)	(16.0, 0.08734176635725031)	(17.0, 0.07299821189623185)	(18.0, 0.07322560894690877)	(19.0, 0.11091150198182208)	(20.0, 0.14969961295245457)	(21.0, 0.20618428861481694)	(22.0, 0.24184590737122796)	(23.0, 0.26863328196173875)	(24.0, 0.38108582180765266)	(25.0, 0.5600042282616783)	(26.0, 0.702052495017144)	(27.0, 0.8376089067764022)	(28.0, 1.054958167936747)	(29.0, 1.2915520725078378)	(30.0, 1.5238246769316677)	(31.0, 1.7806346566806988)	(32.0, 2.011169989457281)	(33.0, 2.2041531969152888)	(34.0, 2.4601368409049087)	(35.0, 2.6522046783378905)	(36.0, 2.685614514549131)	(37.0, 2.9575154972105033)	(38.0, 3.1667809978513546)	(39.0, 3.014642607103458)	(40.0, 2.9848398099308144)	(41.0, 2.8954055196617454)	(42.0, 2.9231760115976475)	(43.0, 2.963008264025385)	(44.0, 2.889754928274788)	(45.0, 2.7981857795075826)	(46.0, 2.939359985733502)	(47.0, 3.0024195182009294)	(48.0, 3.1349463774074096)	(49.0, 3.014110167678146)	(50.0, 3.0074569630892696)	(51.0, 3.104606822731338)	(52.0, 3.1295360351169483)	(53.0, 3.266563630376746)	(54.0, 3.2502219076296393)	(55.0, 2.973269227912279)	(56.0, 2.858963349765007)	(57.0, 2.753881739300169)	(58.0, 2.3929067810203732)	(59.0, 2.1198134967160467)	(60.0, 1.7751928194849826)	(61.0, 1.5033118933227658)	(62.0, 1.4087802656783592)	(63.0, 1.2400169525545757)	(64.0, 1.0652078481372715)	(65.0, 0.8978607608301716)	(66.0, 0.7237759015323312)	(67.0, 0.5416167180749155)	(68.0, 0.42153768815110576)	(69.0, 0.3050919232958255)	(70.0, 0.21926959582658784)	(71.0, 0.17604008454161052)	(72.0, 0.12720858993874737)	(73.0, 0.08006819292636919)	(74.0, 0.06480158184228609)	(75.0, 0.04031129534727423)	(76.0, 0.03907094779812734)	(77.0, 0.03135322971454663)	(78.0, 0.01953547389906367)	(79.0, 0.005788288562685531)	(80.0, 0.004341216422014149)	(81.0, 0.004341216422014149)	(82.0, 0.0)	(83.0, 0.004341216422014149)	(84.0, 0.004341216422014149)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
